Review,Rating,sentiment,label
Canfood!!! 10/08/2012,2.0,Négatif,0
"Great ""planches""!! 10/15/2015",4.0,Positif,2
Good high standard and wide selection of s... 04/18/2017,4.5,Positif,2
Wasn't the best Barcelona had to offer 03/11/2016,4.0,Positif,2
"Nice decor, disappointing food 11/27/2013",2.0,Négatif,0
Worth the view only 08/25/2016,3.0,Neutre,1
Nice play to have a snack 07/15/2017,3.5,Positif,2
Try somewhere else on Ponzano 10/28/2016,2.0,Négatif,0
Possibly the worst croissants of Portugal 12/17/2017,1.5,Négatif,0
Delighful Foie Gras on a plate 12/15/2015,4.0,Positif,2
If you like car fumes! 05/11/2017,3.0,Neutre,1
Private Room for a Party - Excellent all r... 09/29/2017,3.5,Positif,2
Awful. Very serious food poisoning 02/24/2016,3.0,Neutre,1
Incredible Japanese restaurant in Barcelon... 03/07/2016,4.0,Positif,2
New entry in Lyon 04/20/2017,4.5,Positif,2
Perfect place for drinks if the weather is... 10/17/2017,4.0,Positif,2
Sunday breakfast at 10am 08/26/2017,2.0,Négatif,0
"Sleek but cool, and not in a good way 06/29/2017",4.0,Positif,2
Ok Greek resto 07/16/2016,4.0,Positif,2
Casual beach side tapas and drinking watch... 10/21/2017,3.5,Positif,2
For a cheeky Kebab this spot is cheap and... 03/18/2017,3.0,Neutre,1
Slow service and penny pinching 04/08/2017,2.0,Négatif,0
Very poor pizza 05/26/2014,1.0,Négatif,0
Worse Subway I have ever been. 08/20/2016,3.0,Neutre,1
Does this still exist? 12/09/2014,3.0,Neutre,1
"Fun, small place 08/12/2017",3.0,Neutre,1
Family party 11/21/2017,4.0,Positif,2
"Nice food, peaceful atmosphere ! 02/20/2018",4.5,Positif,2
"Excellent location, beautiful decor, delic... 11/25/2017",3.0,Neutre,1
Spanish lunch 06/20/2017,3.5,Positif,2
Excellent fresh pasta! 05/23/2016,4.0,Positif,2
One of the more disappointing KFCs we've v... 02/01/2017,2.0,Négatif,0
Nice place specially when you find a table... 09/06/2017,3.0,Neutre,1
Summer rolls and Avocado and Kiwi smoothie... 09/22/2017,4.0,Positif,2
Nice environment but poor food 06/29/2017,2.0,Négatif,0
Much better than I'd thought! 06/09/2016,3.0,Neutre,1
"Oily, lifeless food. 06/24/2017",3.0,Neutre,1
Expensive and nothing special 11/29/2017,1.5,Négatif,0
"Not the best, but not the worst neither 03/08/2017",1.0,Négatif,0
Fantastic great value lunch 12/11/2017,4.5,Positif,2
Great cheese tasting evening 12/01/2017,4.5,Positif,2
Sunday morning coffee 06/11/2017,4.0,Positif,2
Great name for a great place 07/31/2017,3.0,Neutre,1
No icecream served 11/13/2017,2.0,Négatif,0
Chicken Shish Takeaway 10/08/2017,1.0,Négatif,0
My kind of restaurant 07/29/2015,4.5,Positif,2
Italian in hamburg 01/04/2018,3.0,Neutre,1
Good but room for improvement 12/02/2017,4.0,Positif,2
Great greasy take-out food! 07/17/2010,2.0,Négatif,0
Great place to pause on a hot day 05/27/2017,3.0,Neutre,1
Uber eats delivery 07/15/2017,3.0,Neutre,1
Food at home 08/25/2017,3.0,Neutre,1
"Reasonably priced, amazing drink and even... 01/04/2017",3.0,Neutre,1
Really awful 01/31/2017,1.0,Négatif,0
A bright pocket-friendly spot in the dark... 12/02/2012,3.0,Neutre,1
Bad service and strange logic 11/18/2017,2.0,Négatif,0
Dinner and desert 07/22/2017,3.0,Neutre,1
Great value menu for a capital city 10/01/2017,3.0,Neutre,1
Go somewhere else!!! 09/29/2017,2.0,Négatif,0
Takeaway overpriced and not enjoyable 11/19/2016,2.0,Négatif,0
Amazing bar in Shoreditch - Must try! 12/21/2017,3.0,Neutre,1
Surprisingly good food 12/01/2017,4.0,Positif,2
Nice but overpriced Indian restaurant 03/21/2016,3.0,Neutre,1
Foget it! 11/18/2015,1.5,Négatif,0
"Gorgeous venue, poor service 12/12/2017",3.0,Neutre,1
"Fantastic couscous in a beautiful place, g... 07/04/2017",4.0,Positif,2
A real deal. 04/09/2017,4.5,Positif,2
Great Hidden Lunch Spot! 04/16/2017,4.5,Positif,2
I thought I was at the Ivy! 01/06/2018,3.5,Positif,2
Tasty food in a good location in Altona 05/01/2017,3.0,Neutre,1
Asian lunch 05/20/2017,4.0,Positif,2
Large portion but the sauce was tasteless 09/26/2017,2.0,Négatif,0
"Not good, not very cheap 03/18/2016",3.0,Neutre,1
Too typical to be good 06/04/2017,2.0,Négatif,0
good pizza good service great value with s... 09/11/2017,2.0,Négatif,0
"Nowhere to be found , no number, nada 11/09/2015",1.0,Négatif,0
"tasty food, nice location 05/23/2017",4.0,Positif,2
Not the best sushi in Paris... 07/09/2014,2.0,Négatif,0
"Lively atmosphere, poor food. 05/06/2017",3.0,Neutre,1
Definately worth a visit 12/05/2014,3.0,Neutre,1
"All alone for dinner, plates of fun. 11/26/2017",3.5,Positif,2
Bussiness dinner 09/06/2017,3.5,Positif,2
A BIT ON THE TIRED SIDE 08/18/2017,3.0,Neutre,1
Absolutely no sense for customer comfort 06/20/2013,3.0,Neutre,1
Disgusting isn't enough 09/21/2015,1.5,Négatif,0
Good food- service less so 01/03/2012,2.0,Négatif,0
Descent mussels 04/07/2015,2.0,Négatif,0
Good neighbourhood home-madr pasta 07/29/2015,3.5,Positif,2
Surprisingly good buffet with the accent o... 11/22/2015,3.0,Neutre,1
"Quick stop, seemed a good place. 05/24/2017",3.0,Neutre,1
It's not the Ritz....but 09/22/2017,3.0,Neutre,1
"Pizza ok, service chaotic 02/25/2017",1.5,Négatif,0
"fantastic setting, bad service, mediocre t... 09/08/2014",2.0,Négatif,0
"Tasty food,nice ambiance 12/09/2017",4.5,Positif,2
It is a very interesting and economical wa... 04/04/2017,3.0,Neutre,1
"Appalling, don't bother, go hungry 03/06/2017",2.0,Négatif,0
"Good for fun, bad for food 03/28/2016",2.0,Négatif,0
Reasonable option 05/23/2017,3.0,Neutre,1
"Nice enough, but not at the top end 10/23/2017",3.5,Positif,2
Little less than average cooking quality. 11/23/2011,2.0,Négatif,0
Very Disappointed Italian Food 12/31/2017,3.0,Neutre,1
coffee? 12/27/2016,3.0,Neutre,1
An out-of-the way gem 11/23/2017,4.0,Positif,2
Decent enough Indian 04/30/2017,4.0,Positif,2
Strange Service 05/20/2017,3.5,Positif,2
A local restaurant worth supporting 03/25/2017,4.0,Positif,2
Stroppy owner 12/31/2017,2.0,Négatif,0
Love my noodles. 11/07/2017,3.5,Positif,2
Great Place for Breakfast in the 7th. 06/13/2017,3.0,Neutre,1
Disgusting kip 11/12/2017,1.5,Négatif,0
Delicious and friendly 04/11/2016,4.0,Positif,2
Much improved 08/23/2017,3.0,Neutre,1
Satisfactory but why are there flies ? 05/29/2017,3.5,Positif,2
Lovely beach spot 09/13/2017,4.0,Positif,2
Love and passion is in the air 11/19/2017,4.5,Positif,2
Dont waste your time! 12/19/2013,4.0,Positif,2
OK crêperie 01/29/2017,4.0,Positif,2
This is a takeaway 07/10/2016,3.0,Neutre,1
Family meal 08/01/2017,3.5,Positif,2
TV hype at it's worse! Hideous! 05/27/2013,1.0,Négatif,0
Amazing Find in Roma! 08/15/2017,4.0,Positif,2
Nice place to have a dinner !! 09/04/2017,2.0,Négatif,0
Rip off - Apparently it is a gentlemen clu... 09/02/2017,2.0,Négatif,0
Food is an issue.. 08/21/2017,3.0,Neutre,1
Cute and cozy restaurant 03/14/2017,3.0,Neutre,1
The best bagels in town 05/26/2016,4.5,Positif,2
Cozy vegan cafe 06/29/2017,4.0,Positif,2
"good happy hour, improvable musical choise 11/01/2012",3.0,Neutre,1
"The worst pizza I've ever ordered, and the... 06/04/2017",1.0,Négatif,0
Change the name 05/31/2016,2.0,Négatif,0
Amazing food and fantastic service! 10/12/2016,4.0,Positif,2
Could have been good? Avoid it 08/08/2017,3.0,Neutre,1
Good place in the center of old town 04/16/2016,4.5,Positif,2
Terrible-piece of junk- AVOID 01/25/2018,1.5,Négatif,0
Horrible service but good tasting brunch. 07/22/2012,3.0,Neutre,1
Florentin is North African flavours 07/07/2015,3.0,Neutre,1
"Geek and passion, this I Good 07/28/2017",5.0,Positif,2
"Excellent service, friendly staff 08/17/2014",3.0,Neutre,1
Needs a new look 04/16/2017,2.0,Négatif,0
Best treatment ever! 07/30/2016,4.5,Positif,2
Cheap and nasty 11/28/2015,1.0,Négatif,0
"Fast, but poor quality 02/22/2016",2.0,Négatif,0
chips and more 09/12/2016,2.0,Négatif,0
It was terrible 07/05/2015,3.0,Neutre,1
A typical portuguese meal 05/11/2012,2.0,Négatif,0
Worst Service in Paris 10/27/2013,1.5,Négatif,0
Food okay but not freshly made and overpri... 04/25/2016,2.0,Négatif,0
Not a welcoming place and below average fo... 11/12/2017,2.0,Négatif,0
Very nice kebab 10/31/2017,2.0,Négatif,0
Worst ever tryed 05/01/2015,1.0,Négatif,0
"Il n'est pas mauvais, mais il n'est pas ex... 05/11/2008",2.0,Négatif,0
Expensive poor quality food with bad servi... 05/12/2017,3.0,Neutre,1
A head turner for kids 06/20/2017,2.0,Négatif,0
Gone down hill fast! 10/28/2017,3.0,Neutre,1
friday nite diner 01/08/2014,3.0,Neutre,1
"Slow food, but very slow! 06/15/2017",3.0,Neutre,1
Extremely Arrogant and Rude Service; Disgu... 08/21/2017,1.0,Négatif,0
Roach in meal. Dirty plate. 12/26/2017,3.0,Neutre,1
Worst Ramen I've ever had 10/18/2016,3.5,Positif,2
"A choice of ""Kuchen"" ! 05/07/2013",3.0,Neutre,1
Ok for a stop 01/04/2018,3.0,Neutre,1
Rude And mingin 12/16/2017,2.0,Négatif,0
"Its a Trap! and if your reading this,your... 06/28/2016",1.0,Négatif,0
"Good Pizza,bad service 07/14/2017",3.0,Neutre,1
Great theme restaurant 03/10/2017,4.0,Positif,2
Great for a drink or a meal. 12/20/2017,3.0,Neutre,1
The Doner is pretty good. 11/18/2014,4.0,Positif,2
"Great kofta, atmosphere & friéndly servic... 10/26/2017",3.0,Neutre,1
Watch out!!! Scim restaurant!! 10/04/2016,2.0,Négatif,0
Reception beyond rude; beware! 07/10/2010,2.0,Négatif,0
Overpriced poor food. 09/05/2012,2.0,Négatif,0
Charming restaurant with tasty food! 02/17/2016,3.0,Neutre,1
Best restaurant in streatham 09/01/2017,4.5,Positif,2
Fantastic patio in the square 07/12/2017,4.5,Positif,2
Awful takeaway experience 11/06/2017,3.0,Neutre,1
Great Mediterra restaurant in Madrid 04/21/2016,4.0,Positif,2
Ok for kebap 07/10/2014,2.0,Négatif,0
Lamb steak is the best menu 08/10/2017,3.5,Positif,2
just cross the square and eat at Sorbillo 10/12/2017,3.0,Neutre,1
"AVOID!! Rude, bad service, poor food. 03/12/2013",1.0,Négatif,0
Well worth it 09/24/2017,3.5,Positif,2
AVOID - Very slow and poor service 08/21/2014,2.0,Négatif,0
One of the best kebab in the town 12/31/2017,4.0,Positif,2
"Very rude service and terrible food, will... 11/02/2008",2.0,Négatif,0
the best pivo. 09/14/2016,3.0,Neutre,1
Got the job done... 06/04/2013,2.0,Négatif,0
Old and dirty - with lousy service 07/20/2014,2.0,Négatif,0
OK Burrito but a bit Pricey 10/11/2017,2.0,Négatif,0
A piece of Italy 10/24/2014,4.0,Positif,2
"Nice restaurant, interesting dishes 01/19/2017",4.0,Positif,2
Not good 12/28/2017,2.0,Négatif,0
Stay Away at all Cost! 12/03/2011,3.0,Neutre,1
"Good value, very friendly service 02/13/2017",3.0,Neutre,1
Possibly one of the best Chinese/Thai Cuis... 05/02/2017,3.0,Neutre,1
British Brasserie 01/07/2018,-1.0,Négatif,0
Truly terrible food. 12/03/2017,1.0,Négatif,0
Good service in the Hotel Royal 02/11/2017,3.5,Positif,2
Out of the menu 05/19/2016,3.0,Neutre,1
Food poison 01/01/2018,1.5,Négatif,0
Very good first visit 11/08/2015,1.5,Négatif,0
Nice Korea food 09/05/2016,4.0,Positif,2
Fine Bouchon Lyonnais. 07/03/2013,1.5,Négatif,0
A total joke 12/20/2016,1.0,Négatif,0
Authentic Indian - Customer is King 10/04/2015,4.5,Positif,2
It's a must 10/12/2017,4.5,Positif,2
Good value sushi in central Paris 09/14/2016,4.0,Positif,2
Great coffee and great views 10/04/2017,3.0,Neutre,1
Delicious and value for your money! 12/20/2017,4.5,Positif,2
Lovely food but shocked at what I saw... 04/26/2017,3.0,Neutre,1
If you can live with a rigid and very unfr... 07/12/2013,3.0,Neutre,1
Amazingly bad coffee 12/03/2017,1.0,Négatif,0
Super Food Salad 09/09/2017,4.0,Positif,2
Excellent exotic meal ! 12/29/2016,4.0,Positif,2
Best Spare Ribs in the world!? 12/17/2016,4.5,Positif,2
Dry meat and tasteless cheese 11/20/2015,4.5,Positif,2
Pretty Good Food & Close to La Sagrada Fam... 12/29/2016,2.0,Négatif,0
Very strong coffee 10/22/2017,5.0,Positif,2
Food was excellent 08/21/2014,2.0,Négatif,0
Food with atmosphere 10/15/2016,4.5,Positif,2
"Good quality, convenient food 10/25/2017",3.5,Positif,2
Nothing like the original in Barceloneta 12/27/2017,1.0,Négatif,0
Great value at this price level 07/05/2017,3.5,Positif,2
A beautiful birthdays dinner with my famil... 09/20/2017,5.0,Positif,2
Abominable 07/06/2016,3.5,Positif,2
Awful airport restaurant 07/30/2016,2.0,Négatif,0
it does satisfy me 04/20/2015,2.5,Positif,2
Great cheap wine bar in Monti 03/17/2017,3.5,Positif,2
New drive though layout 04/13/2017,3.0,Neutre,1
So so place 10/07/2017,3.0,Neutre,1
European Cup 07/12/2016,2.0,Négatif,0
A very disappointing first experience 01/12/2017,1.5,Négatif,0
"Was it a ""Misunderstanding"" or a Ripoff? 04/26/2017",3.0,Neutre,1
food needs improvement 04/29/2017,3.5,Positif,2
You'll be kept waiting here 06/13/2017,3.0,Neutre,1
The atmosphere is amazing...not your avera... 03/21/2017,4.5,Positif,2
Disappointing to say the least 04/28/2017,3.0,Neutre,1
Expensive food and drinks 11/27/2017,3.0,Neutre,1
Lovely riverside pub 01/01/2018,4.5,Positif,2
Stengt 07/07/2017,2.0,Négatif,0
Mainly students place 01/18/2016,3.0,Neutre,1
Left disappointed 10/20/2017,3.5,Positif,2
Good to bad to worse 05/24/2017,1.5,Négatif,0
Only for a quick bite . 03/26/2017,2.5,Positif,2
Great surprise - fantastic pimientos de pa... 09/21/2017,3.0,Neutre,1
out with friends 04/21/2016,2.0,Négatif,0
Raw prawns 02/22/2017,2.0,Négatif,0
"Ghanaian Food, give it a try 02/26/2017",3.0,Neutre,1
Reception 12/03/2017,2.0,Négatif,0
general manager of business 06/03/2017,2.0,Négatif,0
Declining trend 11/12/2017,1.0,Négatif,0
Good set menu 08/28/2017,4.0,Positif,2
Very talented chef 07/08/2017,4.5,Positif,2
Poor value in a prime location 11/02/2017,2.0,Négatif,0
Nasty Waitress Yelling At Us in Spanish. A... 08/25/2017,2.5,Positif,2
The worst food I have had in years 04/14/2017,1.0,Négatif,0
Great Streerfood 06/17/2017,4.5,Positif,2
Don't know why it's not busier. 03/12/2017,4.5,Positif,2
Horrible and they probably overcharged us 11/14/2016,3.0,Neutre,1
Tourist trap! Avoid like the plague! 12/10/2013,1.0,Négatif,0
excellent sea food! and amazing service 01/27/2014,4.0,Positif,2
Think twice 10/22/2017,2.0,Négatif,0
It's tourist central so expect tourist pri... 11/04/2016,1.5,Négatif,0
"Beautiful taste experience (ham, cheese, w... 10/29/2017",5.0,Positif,2
Middag 11/17/2017,4.0,Positif,2
A gem in the heart of Budapest 11/14/2016,3.0,Neutre,1
Great atmosphere with great food 03/18/2015,4.0,Positif,2
Did what I wanted it to do 11/08/2017,3.0,Neutre,1
"Good food , reasonable prices 06/14/2017",4.0,Positif,2
Not so cool 11/24/2017,3.0,Neutre,1
"Combos are nice, portions can be bigger 09/02/2016",3.0,Neutre,1
"Does not exist, web site points to Brighto... 07/09/2013",1.0,Négatif,0
Delicioso !! 03/18/2017,3.0,Neutre,1
"Great for a quick meal, nice alternative t... 05/18/2017",3.0,Neutre,1
Family friendly little pizza place 09/01/2017,2.0,Négatif,0
"Adequate, but could be better 04/19/2017",3.0,Neutre,1
Disappointingly below average 12/01/2017,2.0,Négatif,0
Absolute dire 10/26/2016,1.0,Négatif,0
"Limited daily menu, poor quality, mess-hal... 11/20/2016",3.5,Positif,2
"Food wasn't bad, but horrible, horrible se... 06/04/2011",1.0,Négatif,0
Disappointing New Years Eve 01/01/2018,3.0,Neutre,1
"Don,t Get Ripped Off 10/19/2017",4.0,Positif,2
There is a fake branch!! 01/01/2018,3.0,Neutre,1
Ian's birthday week 12/06/2016,5.0,Positif,2
Good and fast sandwiches 06/20/2017,3.0,Neutre,1
Simply poor 11/25/2017,3.0,Neutre,1
not so vegan 07/16/2016,3.0,Neutre,1
Delish Lunch 12/30/2017,4.0,Positif,2
Nice little bar with friendly and helpful... 08/04/2016,3.0,Neutre,1
Cozy place-cozy food 05/24/2017,4.5,Positif,2
Prices even steeper than castle hill 02/26/2018,2.0,Négatif,0
Truly the worst 05/21/2016,3.0,Neutre,1
Excellent fish platter 05/30/2015,4.0,Positif,2
Grab a Glass of Wine and Enjoy the Seine 07/08/2015,3.0,Neutre,1
Hidden Gem: great place if you're hungry... 07/14/2015,4.5,Positif,2
Very cool restaurant in an old horse stabl... 04/29/2017,3.5,Positif,2
Nice friendly takeaway 09/16/2016,3.0,Neutre,1
Good cake; adequate coffee 09/12/2017,3.0,Neutre,1
Terrible... just disgusting 07/08/2016,2.0,Négatif,0
Nice setting with good food 03/19/2017,3.0,Neutre,1
Best Japanese restaurant in Rome 05/05/2017,4.0,Positif,2
Cool approach to pizza 03/29/2017,4.0,Positif,2
Very good Moroccan 10/25/2017,4.5,Positif,2
"ok, but not great 10/22/2017",3.0,Neutre,1
Australian wine. Two Hands wine tasting 11/03/2016,5.0,Positif,2
If you absolutely need to 07/05/2017,2.0,Négatif,0
Tourist trap. Lower than average food. 11/21/2016,1.5,Négatif,0
Nightcap Stopoff 05/10/2017,3.0,Neutre,1
€14.50 for one glass of sangria!!! €8 for... 10/12/2017,1.5,Négatif,0
Delicious Little Diversion 05/02/2016,3.0,Neutre,1
Goodys 10/20/2017,3.0,Neutre,1
the best fresh bread in town 12/14/2016,4.5,Positif,2
Norwegian O'neills Bar 09/18/2017,3.5,Positif,2
Worst Italian food I've ever had 08/08/2017,3.0,Neutre,1
Good signature dishes 08/17/2015,3.0,Neutre,1
Quick if needed for lunch good food and gr... 05/06/2016,3.0,Neutre,1
"Average food, good service 09/06/2016",4.0,Positif,2
Cheap for a very good quality 01/17/2017,4.0,Positif,2
Sangria 11/25/2017,2.0,Négatif,0
First time visit here 08/20/2017,3.0,Neutre,1
IF YOU WANT A DECENT NIGHT OUT NEVER GO TO... 11/04/2017,1.0,Négatif,0
Quick Burger 11/18/2017,3.5,Positif,2
We had to go back... 06/06/2015,5.0,Positif,2
Good cheap fast food 01/15/2015,3.0,Neutre,1
Quick stop for a snack 10/26/2016,3.0,Neutre,1
Top Quality Goods 10/01/2017,4.5,Positif,2
Food was so so.. 04/10/2017,3.0,Neutre,1
Best Italian in Madrid 01/28/2017,4.0,Positif,2
"Great pizza, but manager is very rude 08/24/2016",3.5,Positif,2
"Beautyful Dixieland flair, big portions... 10/23/2017",3.0,Neutre,1
Good food...Look for specials! 06/09/2017,1.5,Négatif,0
"good food and friendly service, right alon... 05/18/2016",3.0,Neutre,1
"Delicious, healthy and typically Danish 08/03/2017",5.0,Positif,2
Not enough food 05/14/2017,3.0,Neutre,1
Barcelona is a city of hills 10/01/2017,4.0,Positif,2
Surprisingly bad food 11/22/2017,3.0,Neutre,1
Quite the worst 10/21/2017,3.0,Neutre,1
An expensive mistake 08/23/2014,2.0,Négatif,0
Really good asian food 07/18/2017,3.5,Positif,2
Perfect ambiance 12/01/2017,3.0,Neutre,1
Rudely spoken too 05/14/2016,1.0,Négatif,0
To expensive 04/12/2017,2.0,Négatif,0
Great authentic tapas with a wide range on... 09/14/2017,3.0,Neutre,1
"A new one to Trip Advisor, or so it seems! 03/22/2017",2.0,Négatif,0
Appalling servicd 02/03/2017,3.0,Neutre,1
Good but 12/23/2017,3.0,Neutre,1
"Pizza, pasta, and else for a fast but good... 03/15/2017",3.0,Neutre,1
Possibly the Worst Rip Off in London 07/10/2017,1.5,Négatif,0
Bad customer services 10/19/2017,1.0,Négatif,0
Must eat at this restaurant while visiting... 03/14/2013,4.5,Positif,2
"Great value, great ambiance 01/16/2018",5.0,Positif,2
Watch out for the conning waitress! 02/12/2017,2.0,Négatif,0
Popped in for a quick coffee 06/22/2017,4.5,Positif,2
Awful. Super expensive. Avoid it! 12/26/2015,1.5,Négatif,0
Shawarma with Bread 12/22/2017,2.0,Négatif,0
This was the worse Döner I had ever 12/09/2016,2.0,Négatif,0
Disgusting rubbish 11/20/2016,1.0,Négatif,0
Best shawarma but horrible service 06/20/2017,4.0,Positif,2
Excellent to take friends! 04/07/2015,4.0,Positif,2
Great for groups and families 12/06/2017,3.0,Neutre,1
Pleasantly surprised by the quality of the... 10/27/2017,4.0,Positif,2
Try to eat burgers at other places 07/17/2017,4.5,Positif,2
African Restaurant 07/27/2012,3.0,Neutre,1
"Best pizza in Finnochio, Roma 05/04/2014",4.5,Positif,2
it says it all in name;even wimpy did bett... 09/12/2012,1.0,Négatif,0
Bland and Dry 04/27/2017,1.5,Négatif,0
Yea!!!! Pizza 07/04/2017,3.0,Neutre,1
Worst Indian food but nice samosas 06/01/2017,1.0,Négatif,0
"Super chicken pakora, dull dhal 08/01/2017",3.0,Neutre,1
Often closed but I like the place 06/30/2017,3.0,Neutre,1
Absurdly expensive 08/21/2017,2.0,Négatif,0
Drama 02/06/2017,2.0,Négatif,0
Okay biergarten 06/12/2017,3.0,Neutre,1
Proper Thai Food 10/12/2016,2.0,Négatif,0
Ridiculously overpriced 02/26/2017,1.5,Négatif,0
Too pretentious 12/11/2017,3.0,Neutre,1
Gluten free for me! 04/15/2014,2.0,Négatif,0
Food Poisoning Extraordinaire! 02/16/2017,1.0,Négatif,0
Never step foot in here 08/18/2017,3.0,Neutre,1
No food there 08/20/2016,2.0,Négatif,0
Lukewarm 10/29/2017,2.0,Négatif,0
Not as good as the at bottom of high st 11/20/2017,3.0,Neutre,1
"Still great food, moody service 05/07/2017",2.0,Négatif,0
"Amazing food, great service 12/19/2017",4.5,Positif,2
Bad service and price 03/25/2016,3.0,Neutre,1
Tasty veggie Kebab 02/28/2016,4.5,Positif,2
Good lunch menu and nice staff 11/03/2017,3.0,Neutre,1
Very delicious Callos 09/16/2017,3.0,Neutre,1
Very good fish 05/01/2017,4.0,Positif,2
Perfect every time. 04/11/2017,4.5,Positif,2
"Restaurant Poseidon, Munich 02/13/2016",4.5,Positif,2
What a nice discovery 11/18/2016,3.0,Neutre,1
"Lots of choice, tasty, worth the wait 12/31/2017",3.5,Positif,2
worst place in the world 08/10/2017,3.0,Neutre,1
Cute bar around the corner from Axel Hotel... 12/01/2016,3.0,Neutre,1
nice fresh mint tea 12/10/2017,3.0,Neutre,1
A great lunch in the best and most beautif... 01/10/2018,3.0,Neutre,1
Dishonest service 09/08/2016,1.0,Négatif,0
Must try it 02/08/2017,4.5,Positif,2
homophobic 08/23/2017,3.0,Neutre,1
Rip Off Central 08/05/2015,2.0,Négatif,0
"Normal coffee, but bad service 06/30/2014",3.5,Positif,2
Great beers and great food 04/04/2016,4.0,Positif,2
"Good restaurant, for families too 08/07/2017",3.0,Neutre,1
Fun food :) 02/08/2018,5.0,Positif,2
Waiting 3 hours for a takeaway with rude s... 10/25/2014,1.0,Négatif,0
Lunchtime drink 07/03/2017,2.0,Négatif,0
Easy going place with Italian cousy food 10/05/2017,4.0,Positif,2
THE DELIVERY DRIVER ATE MY BURGER!..STILL... 09/16/2014,3.0,Neutre,1
Milanese cuisine in a magical scenery 11/20/2017,4.0,Positif,2
Really polite staff but delivered nothing... 06/11/2016,2.0,Négatif,0
Never ever 09/13/2017,2.0,Négatif,0
Rude personal 07/21/2017,4.5,Positif,2
Ceasar salat 08/07/2016,3.0,Neutre,1
Its just not good enough 11/28/2016,2.5,Positif,2
Nice but CLOSED 02/07/2016,3.0,Neutre,1
Lunch on the Spree 08/09/2017,4.0,Positif,2
An excellent surprise 09/03/2013,4.5,Positif,2
Very bad pizza & customer service 06/12/2015,3.0,Neutre,1
Kind of generic American bar food 07/31/2016,2.0,Négatif,0
"Small Bar with excellent ""tapas"" and great... 08/19/2017",3.0,Neutre,1
"I was looking for somewhere to eat, near w... 08/10/2017",4.0,Positif,2
Not your average local 12/27/2017,4.5,Positif,2
Market ambience in Barcelona 11/19/2017,4.0,Positif,2
"Abysmal in every way - its a ""marvel"" it s... 06/11/2015",3.0,Neutre,1
Worst restorant of the WE 12/04/2017,2.0,Négatif,0
Nice restaurant at d'Coque 05/28/2017,3.0,Neutre,1
Great wood fired pizza at good price 04/10/2017,2.0,Négatif,0
"3,30 for a ""pièce"" of brownie and mistake... 06/12/2017",1.0,Négatif,0
Disappointing customer service 06/17/2017,2.0,Négatif,0
Average food but nice location 04/08/2017,3.0,Neutre,1
Solidly Average- 10/18/2015,4.0,Positif,2
Terrible service and disgusting food 07/02/2016,1.0,Négatif,0
B.E.S.T. 07/29/2017,4.5,Positif,2
Grumpy lady 09/09/2017,2.0,Négatif,0
Not again 02/06/2015,1.0,Négatif,0
Not a friendly place 12/15/2017,2.0,Négatif,0
A Place to Avoid 10/03/2017,2.0,Négatif,0
The food would barely rate average 02/20/2014,2.0,Négatif,0
Worst food ever! 04/04/2010,1.0,Négatif,0
"Gone so far down hill, not even poor... 05/28/2017",2.0,Négatif,0
The highlight of our evening! 06/17/2016,5.0,Positif,2
Disgracefully filthy hygiene 11/07/2017,3.0,Neutre,1
fun night 10/15/2017,4.0,Positif,2
Pretty Awful Pasta 05/11/2016,2.0,Négatif,0
"Local pizzeria - good pizza, reasonable pr... 08/31/2017",3.0,Neutre,1
Simple and tasty burguer 01/19/2018,3.0,Neutre,1
At least they let dogs in 11/13/2017,3.0,Neutre,1
Disgusting dégueulasse 07/16/2017,1.5,Négatif,0
Terrible services 08/18/2016,2.0,Négatif,0
THE MOST DISGUSTING SERVICE I HAVE EVER RE... 01/03/2018,1.5,Négatif,0
Best Japanese food for quick business lunc... 02/11/2017,3.0,Neutre,1
"Great food, moderate prices! 10/19/2016",3.5,Positif,2
Nice Pub 10/02/2017,4.0,Positif,2
Nothing special and really expensive 03/29/2017,3.0,Neutre,1
Steak was ok but service was beyond poor 12/18/2016,3.5,Positif,2
For the first time and average curry away 10/07/2017,3.5,Positif,2
"Lovely, chilled restaurant for a family sh... 07/09/2016",3.0,Neutre,1
Spectacularly poor lunch experience 03/02/2017,3.0,Neutre,1
What can I say? 12/11/2016,3.0,Neutre,1
A bit of a letdown these days 06/22/2016,3.0,Neutre,1
Better viewed from the outside - don't go... 04/28/2017,2.0,Négatif,0
Nice Italian place visited by locals 07/13/2017,4.0,Positif,2
Long (cold) waiting time for tasty mountai... 10/20/2016,3.0,Neutre,1
Local favorite. Great sandwiches! 03/19/2008,4.0,Positif,2
"Tasty menu, good service 09/16/2014",2.0,Négatif,0
Bad food and bad service 10/01/2017,3.0,Neutre,1
"Food OK, bit overpriced. 05/18/2017",3.5,Positif,2
just not good enough 01/29/2015,1.0,Négatif,0
This place is part of the current creative... 09/07/2017,4.5,Positif,2
Disappointing and expensive 10/11/2015,2.0,Négatif,0
Pigeons seem to enjoy the food here... 08/31/2016,1.5,Négatif,0
avoid this Place and this Area in general 09/24/2012,1.0,Négatif,0
Easy for take-away 09/06/2017,3.0,Neutre,1
Late night out to eat and drink. 09/04/2016,2.0,Négatif,0
Soft bread sticks are not for me 03/29/2014,3.0,Neutre,1
Exceptionally crappy - But worth a visit 12/04/2017,1.0,Négatif,0
Failed fast food 08/17/2017,2.0,Négatif,0
